Date,Open,High,Low,Close,Change,Volume,Return,MA_7,MA_30,Volatility,Day_Of_Week,Month,Days_Since_Last_Trade,RSI_14,EMA_12,EMA_26,MACD,Target
2008-03-17,10733.8,10739.56,10652.05,10667.57,-46.78,155068784,-0.004366107136690611,10694.921428571428,,0.0078096300862254804,0,3,3.0,49.959429938624744,10676.345939772114,10652.62456282745,23.72137694466437,0
2008-03-18,10671.19,10671.19,10295.01,10434.07,-233.5,240608544,-0.02188877129468103,10650.944285714286,,0.011058115421375025,1,3,1.0,40.33053131901809,10639.072718268711,10636.435335951342,2.6373823173689743,1
2008-03-19,10493.72,10613.61,10449.51,10597.21,163.14,250453600,0.01563531776190885,10648.119999999999,,0.012648208124200089,2,3,1.0,45.93124124916294,10632.632300073525,10633.529755510503,-0.8974554369779071,1
2008-03-24,10756.98,10789.81,10699.39,10767.45,170.24,260023552,0.016064605683949074,10667.697142857141,,0.014088348001164964,0,3,5.0,54.652739522861154,10653.373484677597,10643.449773620836,9.923711056761022,0
2008-03-25,10797.07,10845.14,10713.27,10730.16,-37.29,215919328,-0.003463215524567187,10661.195714285714,,0.013165067643351784,1,3,1.0,56.41992140508464,10665.186794727199,10649.872753352625,15.314041374573208,1
2008-03-26,10803.91,10826.47,10743.93,10798.31,68.15,219459104,0.006351256644821612,10672.731428571427,,0.013190389042293024,2,3,1.0,61.312167771062356,10685.66728784609,10660.868104956135,24.799182889955773,1
2008-03-27,10825.16,10887.52,10825.16,10849.5,51.19,243185744,0.0047405566241385255,10692.038571428571,,0.01323570899322631,3,3,1.0,58.13370736935006,10710.872320485152,10674.840837922346,36.03148256280656,0
2008-03-28,10852.93,10873.52,10809.75,10842.62,-6.88,226858400,-0.000634130605096983,10717.045714285716,,0.013016101377724913,4,3,1.0,53.18504858253818,10731.141194256666,10687.268924002172,43.87227025449465,0
2008-03-31,10863.4,10863.4,10641.71,10750.69,-91.93,202617936,-0.008478578055857389,10762.277142857143,,0.009302333226898022,0,3,3.0,50.36160258311096,10734.148702832565,10691.966781483492,42.18192134907258,1
2008-04-01,10744.62,10823.63,10704.27,10809.26,58.57,218399824,0.005448022406003616,10792.570000000002,,0.00793242483565981,1,4,1.0,58.37689948417679,10745.70428701217,10700.65516804027,45.04911897189959,1
2008-04-02,10846.87,10900.75,10843.47,10899.99,90.73,248943200,0.008393729080436563,10811.504285714285,,0.006129346704211491,2,4,1.0,61.003444954203324,10769.440550548758,10715.420711148397,54.01983940036007,1
2008-04-03,10942.66,10949.64,10888.98,10916.34,16.35,353330752,0.0015000013761481412,10838.10142857143,,0.005695415023774591,3,4,1.0,56.41701716131268,10792.040465848948,10730.3036214337,61.736844415247106,1
2008-04-04,10962.78,11037.94,10939.03,11002.44,86.1,406958592,0.007887258916450035,10867.26285714286,,0.005895739555801654,4,4,1.0,62.67192142768183,10824.409624949109,10750.461871697871,73.94775325123737,1
2008-04-07,11035.08,11084.47,10993.17,11004.59,2.15,254486896,0.00019541119969757048,10889.418571428572,10719.662333333334,0.005883031365209532,0,4,3.0,62.92252894033835,10852.129682649245,10769.286177498028,82.84350515121696,1
2008-04-08,10993.14,11021.95,10938.3,11007.65,3.06,348910528,0.00027806578891165223,10912.994285714287,10733.007666666668,0.005823610686379104,1,4,1.0,65.75494774293972,10876.055885318592,10786.942756942619,89.11312837597325,0
2008-04-09,11002.25,11090.29,10928.13,10954.22,-53.43,315423712,-0.004853897062497503,10942.070000000002,10745.187,0.0047874409207218065,2,4,1.0,78.9226098464207,10888.081133731117,10799.333663835758,88.74746989535925,0
2008-04-10,10956.04,10979.51,10789.66,10883.73,-70.49,304666304,-0.006434962964044888,10952.708571428573,10752.366333333333,0.00567254696942274,3,4,1.0,67.76185280698274,10887.411728541714,10805.585244292368,81.82648424934632,1
2008-04-11,10904.66,11016.33,10904.66,10969.01,85.28,245111680,0.007835549025931421,10962.56857142857,10762.521333333332,0.005553891145085508,4,4,1.0,63.96618625277158,10899.965308766066,10817.690781752193,82.27452701387301,1
2008-04-14,10936.68,11005.6,10932.05,10970.53,1.52,225624992,0.00013857221390090046,10970.31,10771.400666666666,0.005553842726510799,0,4,3.0,67.52402198795626,10910.821415109749,10829.012205326104,81.8092097836452,1
2008-04-15,10991.74,11053.1,10991.74,11038.81,68.28,221916176,0.006223947247762762,10975.505714285715,10784.838,0.005221788801915524,1,4,1.0,67.5301766866873,10930.511966631326,10844.552782709356,85.95918392197018,1
2008-04-16,11041.48,11105.12,10985.25,11040.45,1.64,267919040,0.00014856673862495562,10980.628571428573,10801.051333333335,0.005222249150049846,2,4,1.0,65.00212127402153,10947.425510226505,10859.063687693848,88.36182253265724,1
2008-04-17,11056.2,11128.21,11056.2,11101.78,61.33,289701600,0.005555027195449425,10994.075714285715,10821.523666666666,0.005558849092291261,3,4,1.0,68.75633268679614,10971.172354807042,10877.0426737906,94.12968101644219,1
2008-04-18,11129.67,11155.83,11077.69,11148.68,46.9,284779424,0.004224547775221632,11021.855714285713,10838.377666666665,0.004925732439186086,4,4,1.0,80.81228806342224,10998.481223298266,10897.16395721352,101.31726608474673,0
2008-04-21,11190.82,11192.3,11127.07,11141.92,-6.76,225340784,-0.0006063498100223885,11058.74,10850.795333333335,0.003421041545881518,0,4,3.0,78.00074071580079,11020.548727406225,10915.294034456962,105.2546929492637,0
2008-04-22,11152.76,11158.28,11028.74,11072.14,-69.78,258093888,-0.006262834412740448,11073.472857142857,10861.802999999998,0.004366426374707137,1,4,1.0,65.01998010714217,11028.485846266805,10926.912254126815,101.57359213999007,0
2008-04-23,11094.01,11140.75,10912.89,11013.92,-58.22,276415328,-0.005258242760658671,11079.67142857143,10875.034333333335,0.00503968597043516,2,4,1.0,57.93410739259114,11026.244946841143,10933.357272339643,92.88767450150044,0
2008-04-24,11033.17,11049.52,10883.54,10899.73,-114.19,237667168,-0.010367789125034554,11059.802857142859,10884.011666666665,0.005786428139191241,3,4,1.0,42.013591900844375,11006.781108865584,10930.866363277446,75.91474558813752,1
2008-04-25,10904.64,10992.16,10843.79,10986.22,86.49,259867744,0.007935058941827,11052.055714285714,10891.029999999999,0.006869453670631191,4,4,1.0,48.737231395300824,11003.617861347802,10934.966632664302,68.65122868350045,1
2008-04-28,11001.52,11091.33,11001.52,11020.18,33.96,266407648,0.0030911450890298564,11040.39857142857,10901.117333333334,0.006552360889718035,0,4,3.0,50.82622284938086,11006.16588267891,10941.278733948428,64.8871487304823,0
2008-04-29,11045.55,11068.0,10888.9,10913.71,-106.47,224511808,-0.009661366692740203,11006.83142857143,10907.762666666667,0.006792257442499729,1,4,1.0,47.50342039417732,10991.941900728307,10939.236605507804,52.7052952205031,0
2008-04-30,10909.31,10909.31,10745.58,10777.4,-136.31,219379808,-0.012489794945989896,10954.757142857141,10911.423666666667,0.007533467441239091,2,4,1.0,43.93875480259485,10958.935454462415,10927.248708803523,31.686745658891596,0
2008-05-02,10819.35,10829.72,10630.28,10663.33,-114.07,201015808,-0.010584185425056125,10896.355714285715,10919.065666666665,0.00785166348348468,4,5,2.0,33.12875309078066,10913.457692237429,10907.699174818077,5.758517419351847,0
2008-05-05,10689.29,10694.58,10358.33,10456.99,-206.34,180424784,-0.019350428055776248,10816.794285714286,10914.391666666666,0.009469139811041164,0,5,3.0,26.88297891495759,10843.23189343167,10874.313310016738,-31.081416585067927,0
2008-05-06,10406.97,10484.47,10207.72,10273.41,-183.58,197920960,-0.0175557211013877,10727.319999999998,10897.923666666667,0.010211945050874444,1,5,1.0,18.785683990734483,10755.566986749875,10829.801953719203,-74.23496696932853,1
2008-05-07,10268.31,10337.35,10136.7,10308.03,34.62,185316016,0.0033698645337818522,10630.435714285713,10883.852666666668,0.009079850651750813,2,5,1.0,20.913091134374397,10686.715142634508,10791.152179369632,-104.43703673512391,0
2008-05-08,10307.38,10463.46,10219.8,10265.77,-42.26,198567808,-0.004099716434663114,10522.662857142857,10866.101333333332,0.007796595133707933,3,5,1.0,16.28856002258162,10621.954351459968,10752.234980897807,-130.2806294378388,0
2008-05-09,10243.8,10303.42,10028.03,10155.83,-109.94,180557840,-0.010709376890384315,10414.394285714285,10842.979,0.007797882406836254,4,5,1.0,11.901089033684144,10550.24291277382,10708.056834164638,-157.813921390818,1
2008-05-12,10065.93,10213.23,10014.18,10193.76,37.93,145999600,0.00373480060221576,10331.017142857143,10821.350333333334,0.009275969915789429,0,5,3.0,14.466031060742438,10495.399387731693,10669.960772374665,-174.56138464297146,1
2008-05-13,10223.77,10383.98,10204.46,10377.84,184.08,87481504,0.01805810613551828,10290.232857142857,10808.921999999999,0.013321797009405782,1,5,1.0,26.033166259337563,10477.313328080665,10648.322196643208,-171.00886856254328,1
2008-05-14,10380.99,10452.19,10351.4,10413.31,35.47,232014576,0.0034178595931328992,10283.992857142857,10795.723666666665,0.011552328299106187,2,5,1.0,28.93645972883688,10467.466662222101,10630.913885780748,-163.44722355864724,0
2008-05-15,10417.38,10437.58,10337.67,10343.09,-70.22,167618848,-0.006743292958723002,10293.947142857143,10777.160333333333,0.00942510396882995,3,5,1.0,29.857281398816028,10448.33179111101,10609.593597945137,-161.26180683412713,0
2008-05-16,10297.0,10298.25,10137.26,10175.28,-167.81,169146320,-0.016224358484746793,10274.982857142857,10752.458333333334,0.011323782094954559,4,5,1.0,22.286167347887385,10406.323823247778,10577.422220319571,-171.09839707179344,0
2008-05-19,10163.58,10191.69,9914.78,9956.95,-218.33,124790520,-0.021456903397252924,10230.865714285714,10717.608666666665,0.013586778329400058,0,5,3.0,17.730647129164836,10337.189388901967,10531.461315110713,-194.27192620874666,0
2008-05-20,9932.64,9997.82,9769.04,9936.24,-20.71,167593248,-0.002079954202843348,10199.495714285715,10681.997000000001,0.01329396877860104,1,5,1.0,18.704335743146785,10275.504867532432,10487.370847324733,-211.865979792301,1
2008-05-21,9969.64,10012.57,9844.97,9993.68,57.44,175765920,0.005780858755424667,10170.912857142857,10648.198,0.013488867289736877,2,5,1.0,23.572970056649623,10232.147195604366,10450.80115493031,-218.65395932594402,0
2008-05-22,10001.62,10021.09,9707.27,9751.21,-242.47,191475936,-0.024262333794958568,10081.394285714287,10608.097666666667,0.012011581343347224,3,5,1.0,21.6943892750745,10158.15685781908,10398.979587898435,-240.8227300793551,0
2008-05-23,9526.2,9526.2,9284.69,9316.96,-434.25,154745120,-0.04453293488705501,9924.772857142858,10555.872000000001,0.016659348617049586,4,5,1.0,19.005932217213783,10028.741956616144,10318.829988794847,-290.08803217870263,0
2008-05-26,9239.99,9239.99,8907.58,9019.3,-297.66,143823984,-0.031948189108893854,9735.66,10490.881666666666,0.017131712733819995,0,5,3.0,17.895852426031283,9873.443194059815,10222.568508143377,-349.12531408356153,1
2008-05-27,8987.83,9180.23,8848.21,9180.23,160.93,263767104,0.017842848114598686,9593.51,10431.204999999998,0.022217287282427677,1,5,1.0,22.882904544361622,9766.795010358304,10145.358248280903,-378.563237922599,0
2008-05-28,9208.22,9248.94,8764.99,8785.41,-394.82,187807424,-0.04300763706355937,9426.147142857142,10356.091666666667,0.02471429855424195,2,5,1.0,19.5657179510374,9615.812701072411,10044.621341000837,-428.8086399284257,0
2008-05-29,8511.62,8788.07,8396.78,8758.19,-27.22,192201024,-0.0030983186897366455,9257.854285714286,10280.016333333333,0.024611470666199772,3,5,1.0,20.25462470310812,9483.870747061272,9949.33013055633,-465.4593834950574,0
2008-05-30,8725.38,8879.04,8540.59,8699.61,-58.58,226041824,-0.006688596616424181,9072.987142857144,10199.944,0.023037784321536928,4,5,1.0,18.477715095844303,9363.215247513384,9856.758269033638,-493.5430215202541,1
2008-06-02,8671.52,8828.83,8671.52,8804.22,104.61,133318256,0.012024676968277692,8937.702857142856,10121.795333333335,0.025687582620442708,0,6,3.0,15.64928487854283,9277.215978665172,9778.792471327442,-501.57649266227054,1
2008-06-03,8827.23,8970.95,8827.23,8946.16,141.94,158564544,0.016121814311773175,8884.73142857143,10048.603333333333,0.023920029689605927,1,6,1.0,19.39599247389434,9226.28428963976,9717.115991969853,-490.8317023300933,1
2008-06-04,8947.21,9376.89,8947.21,9376.89,430.73,205305296,0.04814691443032526,8935.815714285714,9992.095000000001,0.02799056321478569,2,6,1.0,32.48050770625565,9249.454398925951,9691.914066638754,-442.4596677128029,0
2008-06-05,9511.5,9511.5,9308.47,9350.55,-26.34,220824304,-0.0028090336988063624,8960.147142857142,9936.649333333333,0.02760846150236772,3,6,1.0,34.236992695037884,9265.007568321958,9666.627839480328,-401.6202711583701,1
2008-06-06,9353.02,9400.96,9152.74,9400.96,50.41,160741616,0.00539112672516584,9048.082857142856,9886.690333333334,0.018850431497880956,4,6,1.0,38.6445053531091,9285.923327041657,9646.948740259564,-361.02541321790704,0
2008-06-09,9452.76,9464.67,9215.66,9244.18,-156.78,122031120,-0.01667702021921158,9117.51,9828.622333333335,0.020985129420931274,0,6,3.0,36.60967889233722,9279.501276727557,9617.114018758855,-337.6127420312987,0
2008-06-10,9153.17,9241.07,9095.12,9221.33,-22.85,144749616,-0.0024718255161626512,9192.041428571427,9768.660666666665,0.02055159573973613,1,6,1.0,34.853447024815736,9270.5518495387,9587.796684035977,-317.2448344972763,1
2008-06-11,9215.81,9381.1,9203.22,9319.66,98.33,131199056,0.010663320800795573,9265.675714285713,9715.525666666666,0.02051945636363533,2,6,1.0,41.02974495416659,9278.10694960967,9567.93470744072,-289.8277578310499,1
2008-06-12,9339.07,9421.04,9259.12,9321.25,1.59,127956656,0.00017060708223270993,9319.259999999998,9666.987333333333,0.020396303414693562,3,6,1.0,50.10872926160415,9284.744341977414,9549.661766148814,-264.91742417140085,0
2008-06-13,9297.82,9332.27,9234.57,9270.82,-50.43,104000384,-0.005410218586562987,9304.107142857143,9620.570333333335,0.00862608082636096,4,6,1.0,57.28806880085308,9282.60213551935,9529.00682050816,-246.4046849888109,0
2008-06-16,9229.68,9274.53,8909.27,8931.88,-338.94,107520640,-0.036559872805210336,9244.297142857144,9569.733333333334,0.01583774236189614,0,6,3.0,43.4767305641505,9228.644883900988,9484.775204174222,-256.13032027323425,1
2008-06-17,8926.23,8965.61,8650.14,8965.61,33.73,128444720,0.0037763606318044207,9182.104285714286,9526.140000000001,0.015647770530973347,1,6,1.0,55.84124267413519,9188.177978685451,9446.318522383539,-258.14054369808764,0
2008-06-18,8958.53,8978.72,8785.76,8801.12,-164.49,119971400,-0.018346771719938704,9118.81,9475.909666666666,0.015837777104075725,2,6,1.0,51.277868730465855,9128.630597349229,9398.526039244018,-269.89544189478875,0
2008-06-19,8745.95,8745.95,8411.04,8528.55,-272.57,161371536,-0.03096992200992621,9019.841428571428,9418.002333333334,0.01802652401068056,3,6,1.0,45.48354050714455,9036.310505449348,9334.083369670387,-297.7728642210386,0
2008-06-20,8499.91,8664.58,8284.53,8379.0,-149.55,159432960,-0.017535219937738433,8885.461428571429,9358.774666666666,0.0153414224678664,4,6,1.0,39.033259743743194,8935.185812303294,9263.336453398506,-328.15064109521154,0
2008-06-23,8330.71,8394.29,8013.1,8038.39,-340.61,154793104,-0.04065043561284154,8702.195714285714,9286.929,0.016347065850294218,0,6,3.0,28.764123798161293,8797.217225795095,9172.599679072691,-375.38245327759614,1
2008-06-24,8269.23,8702.11,8259.37,8702.11,663.72,183854464,0.08256877310008592,8620.951428571429,9231.071333333333,0.04271665333616885,1,6,1.0,35.766177004142904,8782.585344903542,9137.748591733975,-355.1632468304324,1
2008-06-25,8807.25,8957.68,8752.39,8918.25,216.14,232447296,0.02483765431602203,8619.004285714285,9181.236,0.04223450234205962,2,6,1.0,41.557102345965475,8803.456830302997,9121.489436790718,-318.03260648772084,1
2008-06-26,8957.17,9036.51,8908.2,8936.91,18.66,146357792,0.0020923387435876073,8614.904285714287,9134.363333333335,0.04221769340238902,3,6,1.0,40.82321160896857,8823.98808717946,9107.816885917333,-283.8287987378735,0
2008-06-27,8932.56,8934.64,8863.42,8874.95,-61.96,29682460,-0.006933045090528944,8625.451428571429,9091.018999999998,0.0415939579015248,4,6,1.0,42.41382002572354,8831.828381459543,9090.567486960494,-258.73910550095025,0
2008-06-30,8824.29,8834.24,8810.12,8834.24,-40.71,11485120,-0.0045870680961583865,8669.121428571429,9053.595333333335,0.03924650217971113,0,6,3.0,42.10481229323294,8832.199399696538,9071.58026570416,-239.3808660076229,0
2008-07-01,8784.89,8825.06,8768.68,8791.08,-43.16,46952760,-0.004885536277031144,8727.99,9015.423333333334,0.03827843876816611,1,7,1.0,38.97072938662751,8825.873338204763,9050.802468244594,-224.92913003983085,0
2008-07-02,8762.51,8768.78,8725.61,8727.48,-63.6,13778420,-0.007234605986977782,8826.43142857143,8973.216666666667,0.03299269577393413,2,7,1.0,37.92301089790788,8810.735901557877,9026.852655782031,-216.11675422415465,0
2008-07-03,8690.78,8692.84,8668.84,8668.84,-58.64,11117040,-0.006719007090248197,8821.67857142857,8937.137666666667,0.011619440046018363,3,7,1.0,37.79677921572445,8788.905762856664,9000.333199798177,-211.4274369415125,0
2008-07-04,8626.23,8627.71,8613.26,8619.1,-49.74,5348600,-0.005737791907567735,8778.942857142856,8913.875666666667,0.0032293657812254802,4,7,1.0,42.81718474426811,8762.781799340255,8972.093703516832,-209.31190417657672,0
2008-07-07,8579.14,8579.14,8564.54,8564.91,-54.19,16879600,-0.006287199359562012,8725.800000000001,8898.729333333333,0.001023095449442159,0,7,3.0,40.883817012021424,8732.339984057138,8941.93194770077,-209.59196364363197,0
2008-07-08,8536.88,8536.88,8512.56,8525.82,-39.09,21207720,-0.004563970899869374,8675.924285714285,8876.915666666666,0.0010747292530616898,1,7,1.0,43.35775017612937,8700.567678817579,8911.108840463676,-210.54116164609695,0
2008-07-09,8522.87,8547.45,8473.19,8515.7,-10.12,52411500,-0.001186982601086961,8630.418571428572,8867.925333333334,0.002021523616174558,2,7,1.0,49.645006050091474,8672.126497461028,8881.819296725625,-209.69279926459785,0
2008-07-10,8484.72,8501.56,8454.02,8501.56,-14.14,12731080,-0.0016604624399639833,8589.058571428572,8859.371000000001,0.0024379332739749367,3,7,1.0,53.659643590846095,8645.88549785164,8853.651941412616,-207.76644356097677,0
2008-07-11,8479.86,8479.86,8443.67,8451.18,-50.38,21163100,-0.005925971233514682,8549.587142857143,8851.09,0.002261211322850172,4,7,1.0,64.9102402022756,8615.930805874465,8823.839205011682,-207.9083991372172,0
2008-07-14,8243.65,8257.74,8075.88,8090.8,-360.38,69929880,-0.042642565890207096,8467.01,8827.309333333335,0.014664498472731257,0,7,3.0,21.722437575746312,8535.141451124546,8769.540004640447,-234.39855351590086,0
2008-07-15,8050.9,8070.78,7894.81,7935.78,-155.02,155031440,-0.019160033618430883,8369.392857142857,8793.630000000001,0.014932844833040918,1,7,1.0,1.829788485864725,8442.931997105385,8707.78000429671,-264.84800719132545,0
2008-07-16,7845.04,7845.04,7597.19,7608.18,-327.6,78998864,-0.041281386328754,8232.717142857142,8734.673,0.018318863751962195,2,7,1.0,0.0,8314.508612935326,8626.328152126584,-311.8195391912577,0
2008-07-17,7379.55,7411.27,7295.06,7411.27,-196.91,89534704,-0.025881354016335067,8073.495714285715,8670.030333333334,0.01774117221555408,3,7,1.0,0.0,8175.548826329891,8536.323844561652,-360.77501823176044,1
2008-07-18,7411.27,7562.6,7288.11,7420.62,9.35,184626720,0.0012615921427769905,7917.055714285714,8604.019,0.018185078011835963,4,7,1.0,0.6527870866844978,8059.405929971446,8453.679115334862,-394.2731853634159,1
2008-07-21,7433.77,7504.82,7290.85,7504.82,84.2,93853296,0.011346760782791732,7774.664285714286,8546.040333333334,0.02077173609221208,0,7,3.0,6.349432589455347,7974.085017668147,8383.393254939687,-409.30823727153984,1
2008-07-22,7526.61,7789.52,7520.71,7785.77,280.95,135254528,0.03743594116847593,7679.605714285715,8498.188333333334,0.029443428055494294,1,7,1.0,22.150457500103514,7945.113476488432,8339.124865684895,-394.0113891964629,1
2008-07-23,7906.89,8026.32,7875.46,7947.63,161.86,180342960,0.020789209031348177,7659.152857142857,8452.454,0.027901050754887073,2,7,1.0,29.898602509573948,7945.50063395175,8310.125246004533,-364.62461205278214,1
2008-07-24,7987.81,8047.87,7913.83,8041.87,94.24,143709024,0.011857622964330128,7674.308571428572,8409.807999999999,0.027215604628123127,3,7,1.0,34.30100683735577,7960.326690266866,8290.254487041235,-329.9277967743692,0
2008-07-25,8104.41,8144.72,7892.1,7955.29,-86.58,149335696,-0.0107661526485755,7723.895714285715,8365.957,0.02076647931679151,4,7,1.0,33.70714446071774,7959.551814841194,8265.442302815958,-305.89048797476426,0
2008-07-28,7844.04,7845.06,7617.61,7643.15,-312.14,83005040,-0.039236784579820494,7757.021428571427,8322.999333333333,0.024519973638042446,0,7,3.0,29.41409693684784,7910.874612557934,8219.346576681442,-308.47196412350877,1
2008-07-30,7628.19,7829.39,7628.19,7829.39,186.24,116569200,0.02436691678169356,7815.4171428571435,8285.125333333333,0.02551951129184958,2,7,2.0,35.2087724516054,7898.338518318252,8190.460904334669,-292.1223860164173,0
2008-07-31,7870.26,7893.53,7601.51,7636.25,-193.14,115201800,-0.024668588485182164,7834.192857142858,8246.296333333334,0.02821371731874745,3,7,1.0,32.68680546940965,7858.017207807751,8149.408244754323,-291.39103694657206,0
2008-08-01,7578.24,7578.24,7315.45,7350.99,-285.26,72835160,-0.037356032083810775,7772.081428571429,8207.044333333333,0.027060515154626978,4,8,1.0,29.878523850804896,7780.013021991173,8090.2661525503,-310.2531305591265,0
2008-08-04,7350.99,7420.83,7050.24,7126.26,-224.73,131193760,-0.030571392424693755,7654.742857142858,8165.2863333333335,0.024872693918197387,0,8,3.0,31.438446320942802,7679.435633992532,8018.858289398426,-339.42265540589415,1
2008-08-05,7083.07,7244.19,6920.66,7244.19,117.93,143435984,0.01654865244883008,7540.788571428571,8138.812999999999,0.025770103515434253,1,8,1.0,36.498342528493275,7612.47476722445,7961.475453146691,-349.00068592224034,0
2008-08-06,7224.06,7224.06,6958.06,6990.84,-253.35,77931744,-0.03497285410791262,7403.01,8081.770666666666,0.02678559330250737,2,8,1.0,37.588062150164056,7516.838649189919,7889.57653069138,-372.73788150146083,1
2008-08-07,6983.57,7073.65,6848.76,7002.4,11.56,119797584,0.001653592415217453,7311.474285714285,8017.909000000001,0.02581965060888496,3,8,1.0,41.11743057878888,7437.694241622239,7823.859750640167,-386.16550901792743,1
2008-08-08,6998.33,7152.83,6915.64,7138.11,135.71,89144944,0.01938049811493192,7212.719999999999,7957.949,0.024688502204783382,4,8,1.0,44.18198518054771,7391.604358295741,7773.063472814969,-381.459114519228,1
2008-08-11,7128.43,7359.55,7124.89,7313.24,175.13,121971856,0.024534505632443304,7166.575714285714,7905.891999999999,0.027597444622265356,0,8,3.0,46.197028767438724,7379.548303173318,7739.002474828675,-359.45417165535673,0
2008-08-12,7342.55,7364.85,7091.73,7170.1,-143.14,81834224,-0.019572720162335577,7140.734285714286,7850.420666666667,0.02489769165124016,1,8,1.0,37.071242875922394,7347.325487300501,7696.861550767292,-349.53606346679135,0
2008-08-13,7137.2,7155.37,6990.53,7134.6,-35.5,68983800,-0.004951116441890613,7141.925714285714,7795.2046666666665,0.021923588310095547,2,8,1.0,31.969928813784833,7314.59848925427,7655.212547006752,-340.61405775248204,1
2008-08-15,7136.68,7372.9,7101.18,7372.9,238.3,97209400,0.03340061110643888,7160.312857142858,7750.052,0.02474004143947345,4,8,2.0,36.05562990107181,7323.567952445921,7634.300506487733,-310.73255404181236,1
2008-08-18,7377.08,7691.77,7377.08,7691.77,318.87,158862256,0.04324892511766065,7260.445714285714,7717.483000000001,0.022399783048594638,0,8,3.0,44.992018244013686,7380.214421300394,7638.557506007161,-258.3430847067666,1
2008-08-19,7702.79,7921.27,7702.79,7821.17,129.4,211244128,0.01682317593999816,7377.412857142858,7690.885333333334,0.02173510772492447,1,8,1.0,53.63564327318178,7448.053741100333,7652.084357414038,-204.03061631370474,0
2008-08-20,7817.12,7817.12,7517.34,7546.46,-274.71,116579040,-0.03512390089973749,7435.748571428572,7656.937,0.02894183221857986,2,8,1.0,44.423332400373695,7463.193165546436,7644.260330938923,-181.06716539248737,0
2008-08-21,7412.35,7554.77,7333.24,7355.24,-191.22,120150080,-0.025339033136066447,7441.748571428571,7617.917666666666,0.030392329688293036,3,8,1.0,44.456980996603285,7446.5849862316,7622.851417536041,-176.26643130444063,0
2008-08-22,7244.25,7290.2,7133.75,7195.03,-160.21,103350656,-0.02178175015363193,7445.3099999999995,7573.895333333334,0.030654456680808774,4,8,1.0,46.763993094748024,7407.884219119046,7591.160942163,-183.276723043954,0
